space,date,tide.1,tide.2,tide.3,tide.4
여수,2021-07-21,00:31/저/127,06:20/고/258,12:24/저/80,19:27/고/313
속초,2021-07-21,02:02/고/36,05:57/저/33,11:48/고/45,19:36/저/17
부산,2021-07-21,05:37/고/106,11:35/저/36,18:37/고/119,--:--/-/--/--
포항,2021-07-21,12:00/고/45,20:11/저/26,--:--/-/--/--,--:--/-/--/--
통영,2021-07-21,00:13/저/101,06:01/고/208,12:08/저/63,19:14/고/250
태안,2021-07-21,01:23/고/651,07:50/저/238,13:34/고/580,19:56/저/123
울산,2021-07-21,05:15/고/54,10:47/저/29,17:19/고/53,23:43/저/17
울릉도,2021-07-21,02:34/고/32,05:21/저/31,11:09/고/39,19:15/저/15
제주도,2021-07-21,02:36/저/136,07:44/고/217,14:27/저/68,21:19/고/274
인천,2021-07-21,01:52/고/781,08:21/저/274,14:10/고/708,20:31/저/146
영흥도,2021-07-21,01:42/고/730,08:08/저/264,13:55/고/651,20:16/저/135
목포,2021-07-22,00:22/고/456,05:57/저/130,12:19/고/367,17:53/저/38
여수,2021-07-22,01:34/저/111,07:22/고/270,13:24/저/64,20:21/고/335
속초,2021-07-22,03:04/고/38,06:54/저/34,12:43/고/47,20:31/저/15
부산,2021-07-22,00:37/저/33,06:41/고/111,12:38/저/29,19:34/고/127
포항,2021-07-22,12:51/고/47,21:12/저/26,--:--/-/--/--,--:--/-/--/--
통영,2021-07-22,01:18/저/87,07:04/고/216,13:08/저/49,20:10/고/267
태안,2021-07-22,02:33/고/691,09:02/저/206,14:42/고/599,20:58/저/91
울산,2021-07-22,06:20/고/57,11:51/저/29,18:22/고/55,--:--/-/--/--
울릉도,2021-07-22,03:43/고/34,06:15/저/33,12:00/고/41,20:11/저/14
제주도,2021-07-22,03:40/저/127,08:42/고/221,15:23/저/54,22:09/고/289
인천,2021-07-22,03:01/고/828,09:33/저/234,15:18/고/736,21:33/저/105
영흥도,2021-07-22,02:51/고/769,09:21/저/230,15:04/고/672,21:20/저/100
목포,2021-07-23,01:25/고/482,06:52/저/108,13:20/고/379,18:48/저/18
여수,2021-07-23,02:27/저/95,08:16/고/284,14:18/저/48,21:10/고/353
속초,2021-07-23,03:51/고/38,07:46/저/35,13:38/고/49,21:22/저/14
부산,2021-07-23,01:29/저/24,07:38/고/116,13:32/저/23,20:23/고/133
포항,2021-07-23,13:47/고/49,22:15/저/25,--:--/-/--/--,--:--/-/--/--
통영,2021-07-23,02:10/저/73,07:59/고/225,14:01/저/37,20:58/고/280
태안,2021-07-23,03:32/고/729,10:02/저/173,15:40/고/624,21:54/저/62
울산,2021-07-23,00:38/저/13,07:16/고/60,12:46/저/27,19:17/고/59
울릉도,2021-07-23,12:53/고/43,21:02/저/14,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-23,04:33/저/117,09:35/고/228,16:16/저/43,22:55/고/299
인천,2021-07-23,04:01/고/873,10:33/저/190,16:16/고/770,22:30/저/69
영흥도,2021-07-23,03:52/고/807,10:21/저/191,16:03/고/700,22:17/저/70
목포,2021-07-24,02:21/고/502,07:40/저/89,14:14/고/392,19:37/저/3
여수,2021-07-24,03:13/저/81,09:05/고/296,15:07/저/37,21:54/고/363
속초,2021-07-24,04:32/고/38,08:34/저/34,14:30/고/50,22:11/저/14
부산,2021-07-24,02:16/저/18,08:28/고/121,14:20/저/19,21:07/고/137
포항,2021-07-24,14:40/고/50,23:19/저/26,--:--/-/--/--,--:--/-/--/--
통영,2021-07-24,02:56/저/62,08:49/고/234,14:49/저/29,21:42/고/287
태안,2021-07-24,04:25/고/758,10:53/저/145,16:32/고/647,22:45/저/42
울산,2021-07-24,01:26/저/10,08:07/고/62,13:34/저/26,20:04/고/61
울릉도,2021-07-24,13:46/고/44,21:50/저/14,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-24,05:20/저/110,10:24/고/236,17:05/저/37,23:38/고/302
인천,2021-07-24,04:54/고/908,11:24/저/154,17:07/고/801,23:21/저/43
영흥도,2021-07-24,04:45/고/835,11:14/저/158,16:56/고/725,23:09/저/49
목포,2021-07-25,03:11/고/513,08:24/저/76,15:04/고/404,20:22/저/-2
여수,2021-07-25,03:55/저/73,09:51/고/302,15:51/저/34,22:35/고/363
속초,2021-07-25,05:09/고/38,09:21/저/34,15:19/고/50,22:57/저/14
부산,2021-07-25,02:59/저/14,09:13/고/124,15:03/저/18,21:46/고/138
포항,2021-07-25,15:32/고/50,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
통영,2021-07-25,03:38/저/56,09:34/고/240,15:32/저/27,22:21/고/286
태안,2021-07-25,05:12/고/774,11:39/저/126,17:19/고/665,23:31/저/34
울산,2021-07-25,02:09/저/8,08:52/고/63,14:17/저/26,20:45/고/63
울릉도,2021-07-25,14:38/고/44,22:36/저/14,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-25,06:04/저/106,11:09/고/241,17:51/저/40,--:--/-/--/--
인천,2021-07-25,05:42/고/929,12:10/저/130,17:54/고/823,--:--/-/--/--
영흥도,2021-07-25,05:32/고/850,12:00/저/134,17:43/고/742,23:55/저/42
목포,2021-07-26,03:57/고/513,09:05/저/70,15:51/고/412,21:05/저/4
여수,2021-07-26,04:35/저/72,10:34/고/302,16:31/저/40,23:13/고/353
속초,2021-07-26,05:45/고/37,10:07/저/33,16:05/고/49,23:40/저/16
부산,2021-07-26,03:38/저/15,09:54/고/124,15:43/저/20,22:21/고/135
포항,2021-07-26,00:17/저/27,16:22/고/50,--:--/-/--/--,--:--/-/--/--
통영,2021-07-26,04:17/저/56,10:16/고/241,16:13/저/33,22:58/고/279
태안,2021-07-26,05:55/고/776,12:20/저/116,18:02/고/675,--:--/-/--/--
울산,2021-07-26,02:50/저/9,09:33/고/63,14:56/저/26,21:19/고/63
울릉도,2021-07-26,15:27/고/43,23:19/저/15,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-26,00:18/고/299,06:46/저/107,11:53/고/242,18:34/저/51
인천,2021-07-26,00:08/저/30,06:24/고/934,12:52/저/118,18:36/고/835
영흥도,2021-07-26,06:15/고/852,12:42/저/122,18:25/고/749,--:--/-/--/--
목포,2021-07-27,04:39/고/503,09:44/저/70,16:35/고/415,21:45/저/22
여수,2021-07-27,05:13/저/77,11:14/고/295,17:09/저/55,23:48/고/334
속초,2021-07-27,06:19/고/37,10:54/저/32,16:50/고/48,--:--/-/--/--
부산,2021-07-27,04:16/저/19,10:33/고/122,16:20/저/26,22:53/고/130
포항,2021-07-27,01:06/저/28,17:12/고/49,--:--/-/--/--,--:--/-/--/--
통영,2021-07-27,04:53/저/62,10:56/고/238,16:50/저/46,23:30/고/266
태안,2021-07-27,00:13/저/39,06:33/고/767,12:57/저/116,18:42/고/676
울산,2021-07-27,03:27/저/10,10:09/고/61,15:33/저/26,21:48/고/61
울릉도,2021-07-27,16:16/고/41,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-27,00:56/고/290,07:27/저/110,12:37/고/239,19:16/저/69
인천,2021-07-27,00:50/저/34,07:03/고/924,13:29/저/119,19:16/고/834
영흥도,2021-07-27,00:37/저/50,06:53/고/841,13:19/저/123,19:05/고/745
목포,2021-07-28,05:17/고/485,10:22/저/77,17:19/고/413,22:25/저/52
여수,2021-07-28,05:49/저/88,11:53/고/283,17:45/저/76,--:--/-/--/--
속초,2021-07-28,00:19/저/18,06:52/고/36,11:43/저/31,17:34/고/45
부산,2021-07-28,04:52/저/25,11:09/고/118,16:55/저/33,23:20/고/123
포항,2021-07-28,01:47/저/29,09:24/고/42,12:30/저/41,18:04/고/46
통영,2021-07-28,05:29/저/71,11:34/고/230,17:26/저/64,--:--/-/--/--
태안,2021-07-28,00:52/저/59,07:07/고/746,13:31/저/125,19:20/고/667
울산,2021-07-28,04:02/저/13,10:42/고/59,16:08/저/27,22:13/고/58
울릉도,2021-07-28,00:00/저/17,06:57/고/31,10:59/저/29,17:06/고/38
제주도,2021-07-28,01:32/고/276,08:08/저/116,13:22/고/231,19:58/저/93
인천,2021-07-28,01:28/저/55,07:38/고/901,14:03/저/132,19:53/고/820
영흥도,2021-07-28,01:15/저/71,07:28/고/819,13:53/저/134,19:42/고/733
목포,2021-07-29,05:53/고/459,10:59/저/88,18:02/고/406,23:05/저/89
여수,2021-07-29,00:20/고/309,06:25/저/102,12:31/고/268,18:20/저/101
속초,2021-07-29,00:54/저/20,07:24/고/37,12:38/저/31,18:21/고/41
부산,2021-07-29,05:27/저/33,11:44/고/113,17:30/저/42,23:45/고/115
포항,2021-07-29,02:24/저/30,09:42/고/41,14:19/저/39,19:05/고/43
통영,2021-07-29,00:00/고/249,06:04/저/82,12:13/고/220,18:01/저/85
태안,2021-07-29,01:29/저/92,07:39/고/716,14:04/저/141,19:58/고/648
울산,2021-07-29,04:35/저/17,11:12/고/56,16:44/저/28,22:40/고/55
울릉도,2021-07-29,00:37/저/18,07:23/고/31,12:19/저/28,17:59/고/34
제주도,2021-07-29,02:07/고/260,08:49/저/122,14:11/고/222,20:40/저/119
인천,2021-07-29,02:04/저/94,08:10/고/866,14:35/저/153,20:30/고/795
영흥도,2021-07-29,01:51/저/105,08:00/고/787,14:25/저/153,20:19/고/713
목포,2021-07-30,06:26/고/429,11:38/저/103,18:45/고/394,23:46/저/130
여수,2021-07-30,00:50/고/283,07:00/저/115,13:11/고/253,18:57/저/127
속초,2021-07-30,01:26/저/24,07:56/고/37,13:46/저/30,19:15/고/38
부산,2021-07-30,06:02/저/42,12:21/고/108,18:07/저/51,--:--/-/--/--
포항,2021-07-30,02:56/저/31,09:56/고/40,15:28/저/36,20:29/고/40
통영,2021-07-30,00:27/고/232,06:41/저/93,12:54/고/210,18:39/저/105
태안,2021-07-30,02:05/저/138,08:11/고/678,14:36/저/163,20:38/고/622
울산,2021-07-30,05:07/저/21,11:42/고/53,17:23/저/28,23:12/고/50
울릉도,2021-07-30,01:11/저/21,07:51/고/31,13:55/저/26,19:04/고/31
제주도,2021-07-30,02:40/고/243,09:33/저/127,15:11/고/213,21:26/저/143
인천,2021-07-30,02:38/저/147,08:41/고/821,15:06/저/183,21:08/고/760
영흥도,2021-07-30,02:26/저/151,08:31/고/746,14:57/저/178,20:58/고/687
목포,2021-07-31,06:58/고/398,12:19/저/120,19:33/고/382,--:--/-/--/--
여수,2021-07-31,01:18/고/259,07:40/저/127,14:00/고/241,19:42/저/150
속초,2021-07-31,01:54/저/27,08:28/고/38,15:12/저/29,20:35/고/35
부산,2021-07-31,00:11/고/108,06:41/저/50,13:06/고/103,18:52/저/59
포항,2021-07-31,03:25/저/32,10:03/고/39,16:30/저/33,22:09/고/37
통영,2021-07-31,00:55/고/215,07:22/저/104,13:44/고/200,19:24/저/124
태안,2021-07-31,02:42/저/191,08:44/고/633,15:11/저/190,21:23/고/592
울산,2021-07-31,05:42/저/25,12:16/고/49,18:11/저/28,23:59/고/46
울릉도,2021-07-31,01:38/저/23,08:17/고/32,15:29/저/24,20:59/고/28
제주도,2021-07-31,03:14/고/227,10:19/저/130,16:35/고/208,22:22/저/162
인천,2021-07-31,03:14/저/211,09:13/고/768,15:40/저/217,21:51/고/720
영흥도,2021-07-31,03:04/저/207,09:06/고/697,15:32/저/208,21:44/고/657
목포,2021-08-01,00:33/저/171,07:34/고/368,13:06/저/137,20:25/고/372
여수,2021-08-01,01:52/고/237,08:31/저/135,15:07/고/233,20:49/저/168
속초,2021-08-01,02:17/저/30,09:02/고/39,16:41/저/28,23:07/고/34
부산,2021-08-01,00:46/고/100,07:30/저/57,14:08/고/99,19:55/저/66
포항,2021-08-01,03:48/저/33,10:02/고/38,17:34/저/31,--:--/-/--/--
통영,2021-08-01,01:29/고/199,08:15/저/112,14:52/고/193,20:30/저/139
태안,2021-08-01,03:25/저/249,09:23/고/584,15:54/저/218,22:21/고/565
울산,2021-08-01,06:27/저/29,13:03/고/46,19:14/저/28,--:--/-/--/--
울릉도,2021-08-01,01:54/저/25,08:43/고/32,16:44/저/22,--:--/-/--/--
제주도,2021-08-01,03:54/고/213,11:10/저/130,18:17/고/210,23:44/저/174
인천,2021-08-01,03:54/저/280,09:52/고/709,16:21/저/254,22:47/고/683
영흥도,2021-08-01,03:48/저/267,09:48/고/643,16:17/저/240,22:46/고/629
목포,2021-08-02,01:42/저/205,08:17/고/342,14:08/저/149,21:26/고/367
여수,2021-08-02,02:48/고/221,09:41/저/138,16:37/고/236,22:40/저/174
속초,2021-08-02,02:36/저/33,09:40/고/41,17:54/저/26,--:--/-/--/--
부산,2021-08-02,01:47/고/92,08:45/저/62,15:31/고/98,21:34/저/68
포항,2021-08-02,09:57/고/38,18:38/저/28,--:--/-/--/--,--:--/-/--/--
통영,2021-08-02,02:23/고/185,09:26/저/115,16:20/고/194,22:19/저/144
태안,2021-08-02,04:23/저/301,10:15/고/537,16:52/저/241,23:38/고/553
울산,2021-08-02,01:24/고/42,07:42/저/32,14:09/고/44,20:39/저/27
울릉도,2021-08-02,09:09/고/33,17:44/저/20,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-02,04:55/고/202,12:06/저/128,19:34/고/218,--:--/-/--/--
인천,2021-08-02,04:48/저/344,10:45/고/651,17:19/저/285,--:--/-/--/--
영흥도,2021-08-02,04:48/저/323,10:45/고/591,17:21/저/264,--:--/-/--/--
목포,2021-08-03,03:32/저/216,09:12/고/323,15:23/저/150,22:37/고/373
여수,2021-08-03,04:27/고/213,10:57/저/133,17:59/고/249,--:--/-/--/--
속초,2021-08-03,10:25/고/42,18:48/저/24,--:--/-/--/--,--:--/-/--/--
부산,2021-08-03,03:43/고/89,10:16/저/61,16:51/고/100,23:12/저/63
포항,2021-08-03,10:01/고/38,19:35/저/26,--:--/-/--/--,--:--/-/--/--
통영,2021-08-03,04:01/고/177,10:45/저/112,17:42/고/203,--:--/-/--/--
태안,2021-08-03,05:48/저/331,11:33/고/505,18:08/저/245,--:--/-/--/--
울산,2021-08-03,03:36/고/41,09:28/저/33,15:26/고/44,22:06/저/24
울릉도,2021-08-03,09:40/고/34,18:33/저/19,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-03,01:32/저/176,06:19/고/195,13:03/저/123,20:29/고/228
인천,2021-08-03,00:03/고/665,06:13/저/384,12:04/고/612,18:39/저/293
영흥도,2021-08-03,00:05/고/619,06:19/저/353,12:09/고/560,18:42/저/265
목포,2021-08-04,04:56/저/204,10:18/고/315,16:28/저/140,23:48/고/388
여수,2021-08-04,00:23/저/165,05:55/고/219,12:03/저/123,18:58/고/267
속초,2021-08-04,03:06/고/37,04:39/저/36,11:16/고/43,19:32/저/23
부산,2021-08-04,05:15/고/91,11:29/저/57,17:56/고/106,--:--/-/--/--
포항,2021-08-04,10:31/고/39,20:26/저/25,--:--/-/--/--,--:--/-/--/--
통영,2021-08-04,00:03/저/136,05:33/고/179,11:50/저/103,18:42/고/216
태안,2021-08-04,01:01/고/568,07:25/저/323,13:02/고/503,19:21/저/226
울산,2021-08-04,05:04/고/43,10:51/저/32,16:36/고/46,23:12/저/21
울릉도,2021-08-04,10:21/고/35,19:14/저/18,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-04,02:56/저/168,07:29/고/194,13:58/저/115,21:12/고/239
인천,2021-08-04,01:25/고/679,07:52/저/375,13:33/고/612,19:54/저/269
영흥도,2021-08-04,01:27/고/636,07:54/저/340,13:37/고/566,19:55/저/240
목포,2021-08-05,05:52/저/183,11:27/고/320,17:22/저/121,--:--/-/--/--
여수,2021-08-05,01:19/저/150,06:52/고/231,12:57/저/108,19:43/고/286
속초,2021-08-05,03:18/고/38,05:55/저/37,12:08/고/45,20:10/저/22
부산,2021-08-05,00:14/저/55,06:14/고/96,12:21/저/50,18:47/고/112
포항,2021-08-05,11:28/고/39,21:12/저/24,--:--/-/--/--,--:--/-/--/--
통영,2021-08-05,01:02/저/123,06:34/고/187,12:43/저/91,19:29/고/230
태안,2021-08-05,02:08/고/603,08:35/저/289,14:10/고/528,20:20/저/191
울산,2021-08-05,05:56/고/46,11:43/저/30,17:34/고/48,23:59/저/18
울릉도,2021-08-05,11:09/고/36,19:51/저/17,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-05,03:45/저/158,08:24/고/198,14:48/저/104,21:48/고/251
인천,2021-08-05,02:32/고/718,09:02/저/333,14:42/고/644,20:53/저/227
영흥도,2021-08-05,02:33/고/672,09:02/저/303,14:42/고/597,20:52/저/201
목포,2021-08-06,00:47/고/410,06:34/저/161,12:27/고/335,18:08/저/98
여수,2021-08-06,01:58/저/135,07:37/고/246,13:42/저/92,20:22/고/305
속초,2021-08-06,03:32/고/38,06:50/저/37,12:57/고/46,20:45/저/21
부산,2021-08-06,00:56/저/47,06:59/고/102,13:03/저/43,19:29/고/119
포항,2021-08-06,12:44/고/40,21:58/저/24,--:--/-/--/--,--:--/-/--/--
통영,2021-08-06,01:42/저/109,07:21/고/197,13:26/저/77,20:08/고/245
태안,2021-08-06,02:58/고/644,09:24/저/248,15:02/고/563,21:09/저/152
울산,2021-08-06,06:37/고/49,12:22/저/29,18:23/고/51,--:--/-/--/--
울릉도,2021-08-06,12:00/고/37,20:27/저/16,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-06,04:19/저/149,09:08/고/205,15:32/저/92,22:20/고/262
인천,2021-08-06,03:23/고/766,09:53/저/283,15:34/고/688,21:42/저/179
영흥도,2021-08-06,03:24/고/711,09:50/저/261,15:32/고/636,21:40/저/161
목포,2021-08-07,01:34/고/433,07:09/저/139,13:18/고/354,18:50/저/71
여수,2021-08-07,02:32/저/120,08:17/고/261,14:21/저/76,20:58/고/323
속초,2021-08-07,03:48/고/39,07:37/저/36,13:42/고/47,21:19/저/20
부산,2021-08-07,01:31/저/39,07:38/고/109,13:39/저/35,20:07/고/126
포항,2021-08-07,13:47/고/42,22:45/저/24,--:--/-/--/--,--:--/-/--/--
통영,2021-08-07,02:15/저/96,08:01/고/209,14:04/저/63,20:44/고/258
태안,2021-08-07,03:40/고/681,10:05/저/210,15:44/고/598,21:52/저/115
울산,2021-08-07,00:39/저/15,07:13/고/51,12:56/저/27,19:06/고/55
울릉도,2021-08-07,12:50/고/38,21:03/저/15,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-07,04:49/저/139,09:45/고/214,16:13/저/79,22:50/고/272
인천,2021-08-07,04:07/고/813,10:35/저/236,16:17/고/733,22:26/저/133
영흥도,2021-08-07,04:05/고/748,10:30/저/221,16:14/고/675,22:22/저/123
목포,2021-08-08,02:16/고/453,07:40/저/118,14:03/고/373,19:29/저/45
여수,2021-08-08,03:03/저/106,08:55/고/276,14:58/저/62,21:32/고/338
속초,2021-08-08,04:07/고/39,08:21/저/35,14:23/고/48,21:53/저/19
부산,2021-08-08,02:04/저/32,08:15/고/115,14:14/저/29,20:43/고/132
포항,2021-08-08,14:37/고/43,23:31/저/24,--:--/-/--/--,--:--/-/--/--
통영,2021-08-08,02:46/저/84,08:39/고/221,14:41/저/51,21:19/고/270
태안,2021-08-08,04:18/고/713,10:43/저/177,16:24/고/629,22:34/저/84
울산,2021-08-08,01:14/저/13,07:49/고/54,13:28/저/25,19:44/고/58
울릉도,2021-08-08,04:33/고/31,07:29/저/30,13:38/고/38,21:39/저/14
제주도,2021-08-08,05:18/저/131,10:20/고/225,16:52/저/68,23:19/고/281
인천,2021-08-08,04:46/고/853,11:13/저/195,16:56/고/773,23:08/저/93
영흥도,2021-08-08,04:42/고/780,11:07/저/185,16:51/고/709,23:02/저/90
목포,2021-08-09,02:55/고/469,08:12/저/98,14:47/고/391,20:08/저/24
여수,2021-08-09,03:34/저/92,09:32/고/288,15:34/저/51,22:06/고/348
속초,2021-08-09,04:29/고/39,09:04/저/34,15:03/고/49,22:28/저/18
부산,2021-08-09,02:36/저/26,08:52/고/120,14:48/저/24,21:17/고/137
포항,2021-08-09,15:19/고/44,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
통영,2021-08-09,03:17/저/73,09:16/고/232,15:17/저/42,21:53/고/278
태안,2021-08-09,04:54/고/737,11:19/저/149,17:01/고/654,23:13/저/61
울산,2021-08-09,01:47/저/11,08:25/고/57,14:01/저/24,20:21/고/61
울릉도,2021-08-09,04:49/고/30,08:17/저/29,14:24/고/38,22:14/저/13
제주도,2021-08-09,05:48/저/123,10:55/고/235,17:31/저/60,23:48/고/287
인천,2021-08-09,05:23/고/886,11:50/저/160,17:34/고/807,23:49/저/62
영흥도,2021-08-09,05:18/고/808,11:43/저/154,17:28/고/738,23:40/저/65
목포,2021-08-10,03:33/고/479,08:45/저/79,15:30/고/407,20:46/저/11
여수,2021-08-10,04:06/저/81,10:09/고/298,16:11/저/45,22:41/고/353
속초,2021-08-10,04:55/고/39,09:47/저/32,15:43/고/49,23:04/저/18
부산,2021-08-10,03:08/저/21,09:29/고/124,15:23/저/21,21:51/고/140
포항,2021-08-10,00:16/저/24,16:00/고/44,--:--/-/--/--,--:--/-/--/--
통영,2021-08-10,03:48/저/65,09:54/고/240,15:53/저/37,22:26/고/282
태안,2021-08-10,05:30/고/753,11:54/저/126,17:39/고/673,23:52/저/50
울산,2021-08-10,02:20/저/9,09:00/고/59,14:35/저/23,20:56/고/63
울릉도,2021-08-10,05:06/고/28,09:06/저/27,15:09/고/37,22:49/저/12
제주도,2021-08-10,06:19/저/115,11:31/고/244,18:09/저/59,--:--/-/--/--
인천,2021-08-10,05:59/고/909,12:26/저/131,18:12/고/832,--:--/-/--/--
영흥도,2021-08-10,05:52/고/832,12:17/저/127,18:04/고/761,--:--/-/--/--
목포,2021-08-11,04:10/고/482,09:19/저/63,16:13/고/419,21:24/저/9
여수,2021-08-11,04:39/저/74,10:48/고/304,16:48/저/48,23:17/고/349
속초,2021-08-11,05:22/고/39,10:32/저/31,16:25/고/48,23:39/저/19
부산,2021-08-11,03:42/저/19,10:05/고/126,15:59/저/22,22:25/고/139
포항,2021-08-11,00:58/저/25,16:43/고/44,--:--/-/--/--,--:--/-/--/--
통영,2021-08-11,04:20/저/59,10:32/고/245,16:30/저/40,23:00/고/279
태안,2021-08-11,06:04/고/760,12:28/저/110,18:15/고/686,--:--/-/--/--
울산,2021-08-11,02:54/저/9,09:35/고/60,15:11/저/23,21:31/고/63
울릉도,2021-08-11,05:24/고/27,09:58/저/25,15:56/고/35,23:25/저/12
제주도,2021-08-11,00:19/고/290,06:54/저/108,12:11/고/250,18:50/저/64
인천,2021-08-11,00:29/저/44,06:35/고/921,13:01/저/110,18:49/고/847
영흥도,2021-08-11,00:18/저/49,06:27/고/846,12:51/저/107,18:40/고/777
목포,2021-08-12,04:46/고/478,09:54/저/51,16:57/고/427,22:04/저/20
여수,2021-08-12,05:14/저/72,11:28/고/304,17:28/저/59,23:53/고/336
속초,2021-08-12,05:52/고/39,11:20/저/30,17:10/고/46,--:--/-/--/--
부산,2021-08-12,04:17/저/20,10:43/고/125,16:37/저/25,22:59/고/135
포항,2021-08-12,01:38/저/26,08:36/고/38,11:50/저/36,17:31/고/43
통영,2021-08-12,04:55/저/58,11:12/고/246,17:08/저/49,23:35/고/270
태안,2021-08-12,00:30/저/51,06:38/고/757,13:02/저/100,18:53/고/691
울산,2021-08-12,03:28/저/10,10:09/고/59,15:49/저/23,22:07/고/62
울릉도,2021-08-12,05:45/고/27,10:55/저/22,16:47/고/33,--:--/-/--/--
제주도,2021-08-12,00:52/고/286,07:31/저/103,12:55/고/251,19:33/저/77
인천,2021-08-12,01:07/저/43,07:10/고/918,13:36/저/98,19:26/고/850
영흥도,2021-08-12,00:55/저/48,07:01/고/849,13:25/저/95,19:17/고/784
목포,2021-08-13,05:24/고/466,10:31/저/46,17:42/고/430,22:45/저/45
여수,2021-08-13,05:52/저/75,12:10/고/298,18:10/저/79,--:--/-/--/--
속초,2021-08-13,00:15/저/21,06:23/고/39,12:13/저/28,18:00/고/43
부산,2021-08-13,04:54/저/23,11:22/고/122,17:18/저/32,23:36/고/128
포항,2021-08-13,02:15/저/27,08:51/고/37,12:45/저/34,18:29/고/41
통영,2021-08-13,05:31/저/61,11:53/고/241,17:50/저/65,--:--/-/--/--
태안,2021-08-13,01:08/저/67,07:13/고/742,13:37/저/98,19:33/고/687
울산,2021-08-13,04:05/저/13,10:41/고/58,16:29/저/23,22:46/고/59
울릉도,2021-08-13,00:00/저/13,06:10/고/27,11:57/저/19,17:45/고/30
제주도,2021-08-13,01:27/고/277,08:11/저/101,13:45/고/247,20:21/저/97
인천,2021-08-13,01:45/저/61,07:45/고/900,14:10/저/99,20:05/고/841
영흥도,2021-08-13,01:33/저/64,07:36/고/836,13:59/저/95,19:56/고/781
목포,2021-08-14,06:03/고/445,11:11/저/50,18:31/고/428,23:30/저/82
여수,2021-08-14,00:30/고/315,06:31/저/84,12:56/고/287,18:57/저/106
속초,2021-08-14,00:52/저/23,06:57/고/40,13:15/저/27,19:02/고/39
부산,2021-08-14,05:33/저/29,12:05/고/117,18:04/저/41,--:--/-/--/--
포항,2021-08-14,02:50/저/29,08:56/고/37,14:05/저/32,20:08/고/38
통영,2021-08-14,00:11/고/254,06:11/저/68,12:40/고/232,18:37/저/86
태안,2021-08-14,01:48/저/99,07:49/고/714,14:13/저/106,20:17/고/673
울산,2021-08-14,04:45/저/17,11:12/고/55,17:15/저/24,23:32/고/55
울릉도,2021-08-14,00:37/저/16,06:40/고/27,13:06/저/17,18:56/고/27
제주도,2021-08-14,02:05/고/263,08:56/저/101,14:44/고/241,21:14/저/119
인천,2021-08-14,02:23/저/100,08:21/고/865,14:47/저/113,20:47/고/818
영흥도,2021-08-14,02:11/저/100,08:11/고/805,14:34/저/108,20:38/고/764
목포,2021-08-15,06:44/고/418,11:56/저/62,19:24/고/421,--:--/-/--/--
여수,2021-08-15,01:11/고/289,07:17/저/97,13:52/고/273,19:56/저/134
속초,2021-08-15,01:29/저/27,07:34/고/40,14:32/저/25,20:28/고/36
부산,2021-08-15,00:17/고/118,06:19/저/37,12:56/고/110,19:02/저/50
포항,2021-08-15,03:23/저/31,08:55/고/38,15:31/저/28,22:38/고/36
통영,2021-08-15,00:52/고/234,06:57/저/78,13:38/고/220,19:37/저/108
태안,2021-08-15,02:31/저/147,08:29/고/671,14:56/저/126,21:09/고/648
울산,2021-08-15,05:29/저/22,11:45/고/52,18:11/저/25,--:--/-/--/--
울릉도,2021-08-15,01:16/저/19,07:15/고/28,14:21/저/14,20:48/고/25
제주도,2021-08-15,02:48/고/245,09:47/저/102,16:04/고/235,22:22/저/140
인천,2021-08-15,03:04/저/159,09:01/고/813,15:27/저/142,21:37/고/783
영흥도,2021-08-15,02:53/저/154,08:50/고/757,15:15/저/133,21:29/고/735
목포,2021-08-16,00:23/저/127,07:33/고/387,12:48/저/81,20:26/고/414
여수,2021-08-16,02:01/고/261,08:14/저/110,15:11/고/262,21:23/저/155
속초,2021-08-16,02:13/저/30,08:19/고/42,16:00/저/23,23:20/고/35
부산,2021-08-16,01:10/고/108,07:15/저/45,14:12/고/104,20:23/저/57
포항,2021-08-16,03:53/저/33,09:11/고/38,16:43/저/26,--:--/-/--/--
통영,2021-08-16,01:42/고/213,07:55/저/89,15:00/고/211,21:04/저/125
태안,2021-08-16,03:23/저/205,09:17/고/618,15:47/저/154,22:15/고/621
울산,2021-08-16,00:33/고/50,06:24/저/27,12:26/고/48,19:28/저/26
울릉도,2021-08-16,01:59/저/22,07:57/고/30,15:40/저/12,23:56/고/26
제주도,2021-08-16,03:40/고/226,10:48/저/104,17:50/고/236,23:49/저/154
인천,2021-08-16,03:52/저/230,09:49/고/748,16:17/저/181,22:41/고/745
영흥도,2021-08-16,03:42/저/222,09:37/고/696,16:04/저/169,22:33/고/701
목포,2021-08-17,01:34/저/168,08:31/고/359,13:56/저/98,21:38/고/412
